Question,Correct Answer
"Leia o trecho a seguir:“A classe permite realizar operações com a base de dados sem a necessidade de instruções SQL. Para realizar a atualização de um registro é preciso, apenas, chamar o método update informando o nome da tabela, os valores e a condição”Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017. p. 110.Considerando essas informações e o conteúdo estudado sobre a Aplicação prática do SQLite, analise as classes e aspectos referentes ao SQL e associe-os com suas respectivas características.1) SQLiteDatabase.2) SQLiteOpenHelper.3) ArrayList.4)ImageView.( ) Nome da nova classe Java no projeto a realização da manipulação do banco de dados SQLite. ( ) Relação dinâmica que traz os arquivos apresentados na forma de objetos pertencentes a uma classe ContentValues. ( ) Possibilita a execução de operações baseadas em dados nos quais não há a necessidade de utilizar as instruções SQL.( ) Uso do controle que possibilita a inclusão de figuras dentro da tela.Agora, assinale a alternativa que apresenta a sequência correta:","2, 3, 1, 4."
"Leia o trecho a seguir:“Ao trabalhar com o Gradle, é possível realizar ajustes para que possa ser gerado um arquivo ‘.apk’ conforme a necessidade. Para isso, o arquivo ‘build.gradle (Module: app)’ permite modificar diversas configurações de compilação.”Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017.O trecho apresentado evidencia os aspectos do Gradle. Considerando essas informações e o conteúdo estudado sobre Lançamento do App, pode-se afirmar que a build.gradle:","tem o objetivo de completar ou extrair informações oriundas do Android. Manifest.xml, porém, que se tornam configuráveis nessa localidade."
"Leia o trecho a seguir:   “O compartilhamento de dados é realizado apenas quando desejado e possibilita, por exemplo, que dados armazenados em um arquivo possam ser consultados ou modificados por outros aplicativos. Esse recurso também pode ser empregado em base de dados criadas no banco de dados SQLite, ou em termos gerais, em qualquer tipo de dados armazenado de maneira persistente.” Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017. p.31 Considerando essas informações e o conteúdo estudado sobre os Fundamentos do SQL, analise as afirmativas a seguir.I. O SQLite pode ser visto com um importante instrumento para manipular dados estruturados.II. O SQLite é compatível com um número limitado de linguagens de programação e suas instruções são baseadas no padrão Java.III. A biblioteca Room é utilizada para solucionar problemas apresentados pelo SQLite e tem o objetivo de trabalhar com dados estruturados.IV. As bases de dados desenvolvidas com o SQLite são disponibilizadas publicamente a todos os aplicativos Android.   Está correto apenas o que se afirma em:",I e III.
"Leia o trecho a seguir: “A biblioteca Room fornece acesso ao banco de dados, garantindo todo o poder da API do SQLite. Para que informações possam ser armazenadas no banco de dados, é necessário mapear os objetos que estão representados em classes Java através de anotações. Uma classe pode representar uma tabela no modelo relacional de armazenamento de dados.”Fonte: Scheffer, Hudson. Desenvolvimento para Dispositivos Móveis. Londrina: Editora e Distribuidora Educacional. S.A , 2018. p. 171O trecho apresentado refere-se à importância da biblioteca Room dentro de uma API SQLite. Considerando essas informações e o conteúdo estudado sobre a persistência em Banco de Dados SQLite, podemos afirmar que, em uma plataforma Android, é possível:",criar aplicativos com a capacidade de arquivar dados em uma memória secundária do aparelho.
"Leia o trecho a seguir:“Uma outra característica dos bancos de dados SQL é que são muito rápidos e versáteis, sendo utilizados em larga escala por aplicações empresariais. Além disso, o padrão SQL também facilita bastante outros desenvolvedores a construírem interações.”Fonte: DIÓGENES, Yuri; MAUSER, Daniel. Certificação Security+: Da prática para o exame SYO-401. Novaterra Editora e Distribuidora LTDA, 2016, p.77O trecho apresentado trata das características do banco de Dados SQL. Considerando essas informações e o conteúdo estudado sobre a Aplicação prática do SQLite, pode-se afirmar que a codificação visualizada no aplicativo pode ser a especificação do conteúdo textual, que se encontrado estaticamente no:",strings.xlm
"Leia o trecho a seguir:“Assim, o nome no atributo package do manifesto precisa sempre corresponder ao nome do pacote básico do projeto em que você mantém as atividades e o restante do código do aplicativo. É claro que você pode ter outros subpacotes no projeto, mas esses arquivos precisam importar a classe R.java usando o namespace do atributo package.” Fonte: DEVELOPER. Visão geral do manifesto do aplicativo. Disponível em: <https://support.google.com/googleplay/android-developer/answer/7159011?hl=pt-BR>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre o lançamento do Aplicativo, é possível afirmar que o atributo package da tag <manifest> funciona:",como identificador único pertencente ao aplicativo da loja.
"Leia o texto a seguir:“Quando o usuário tenta instalar um App desconhecido em um dispositivo com Android 7.1.1 ou versões anteriores, o sistema pode mostrar uma caixa de diálogo perguntando se ele quer permitir que apenas um App desconhecido específico seja instalado. Em quase todos os casos, recomendamos que o usuário permita a instalação de apenas um App desconhecido por vez, caso essa opção esteja disponível.” Fonte: DEVELOPER. Publicar seu app. Disponível em: <https://developer.android.com/studio/publish?hl=pt-br>. Acesso em: 14 Nov. 2019. Considerando essas informações e o conteúdo estudado sobre os App desconhecidos, pode-se afirmar que o Android se caracteriza por:",proteger os usuários em relação à instalação e aos downloads inapropriados oriundos de outras localidades não confiáveis.
"Leia o excerto a seguir:“É muito importante entender que você só precisa criar um provedor de conteúdo caso tenha necessidade de expor informações para outras aplicações Se você precisar de um banco de dados privado que seja acessado apenas pelo seu aplicativo, utilize um banco de dados SQLite.”Fonte: LECHETA, Ricardo R. Google Android 4ª edição: Aprenda a criar aplicações para dispositivos móveis com o Android SDK. Novatec Editora, 2015, p.810Considerando essas informações e o conteúdo estudado sobre a Aplicação prática do SQLite, pode-se afirmar que a troca do ícone pertencente a um aplicativo Android implica na alteração do arquivo denominado:",ic_laucher.png
"Leia o texto a seguir:“As informações de contato são armazenadas em um banco de SQLite. O SQLite é um mecanismo de banco de dados mais amplamente distribuídos do mundo. Cada fragmento deste aplicativo interage com um banco de dados SQLite por intermédio da classe unitária.”Fonte: DEITEL, Paul; DEITEL, Harvey; DEITEL, Abbey. Android Como Programar. Segunda Edição. Porto Alegre: Boockman, 2015. p. 265.Considerando essas informações e o conteúdo estudado sobre a Manipulação dos Dados analise as classes, métodos e atributos utilizados no SQLite e associe-os com suas respectivas características.1) Classe SQLiteOpenHelper. 2) Atributo DATABASE_NAME.3) Atributo DATABASE_VERSION.4) Método onCreate.( ) Serve para determinar a nomenclatura atribuída a um arquivo do banco de dados que será desenvolvido dentro dos dispositivos.( ) É responsável por indicar qual o tipo da estrutura do banco de dados que será usada. ( ) Pode ser usada como uma classe especial dentro de uma hierarquia e normalmente apresenta métodos abstratos a serem implementados.( ) Pode ser usado para desenvolver um novo banco de dados dentro de um dispositivo.Agora, assinale a alternativa que apresenta a sequência correta:","2, 3, 1, 4."
"Leia o trecho a seguir:“Os registros devem ser agrupados em tabelas e o conjunto de tabelas representa o Banco de Dados. Através deste modelo, é possível relacionar os dados armazenados, ou seja, é possível relacionar, por exemplo, uma tabela de Cliente com uma de Compras, facilitando a consulta de quais compras foram realizadas por determinado cliente.”Fonte: Scheffer, Hudson. Desenvolvimento para Dispositivos Móveis. Londrina: Editora e Distribuidora Educacional. S.A 2018.p.155Considerando essas informações e o conteúdo estudado sobre os Fundamentos do SQL, pode-se afirmar que, ao desenvolver uma tabela, é necessário:",desenvolver uma listagem com um típico script dentro de uma linguagem SQL.
"Leia o texto a seguir:“Quando o usuário tenta instalar um App desconhecido em um dispositivo com Android 7.1.1 ou versões anteriores, o sistema pode mostrar uma caixa de diálogo perguntando se ele quer permitir que apenas um App desconhecido específico seja instalado. Em quase todos os casos, recomendamos que o usuário permita a instalação de apenas um App desconhecido por vez, caso essa opção esteja disponível.” Fonte: DEVELOPER. Publicar seu app. Disponível em: <https://developer.android.com/studio/publish?hl=pt-br>. Acesso em: 14 Nov. 2019. Considerando essas informações e o conteúdo estudado sobre os App desconhecidos, pode-se afirmar que o Android se caracteriza por:",proteger os usuários em relação à instalação e aos downloads inapropriados oriundos de outras localidades não confiáveis.
"Leia o texto a seguir:“É comum utilizarmos bibliotecas externas para o desenvolvimento do seu aplicativo. Você deve se atentar ao fato de que essas bibliotecas devem ser compatíveis com o compileSdkVersion e o targetSdkVersion. Por padrão, o Android Studio utiliza uma biblioteca de compatibilidade para os recursos da plataforma. Caso haja alguma incompatibilidade nas configurações, o Gradle o notificará.” Fonte: Scheffer, Hudson. Desenvolvimento para Dispositivos Móveis. Londrina: Editora e Distribuidora Educacional. S.A 2018. p.19.Considerando essas informações e o conteúdo estudado sobre o Lançamento do App, pode-se afirmar que, entre outros aspectos, o uso de arquivos de compilação do Gradle:",adota um modelo de compilação release.
"Leia o texto a seguir:“Para preparar o aplicativo para lançamento, configure, compile e teste uma versão de lançamento. As tarefas de configuração são objetivas e envolvem tarefas básicas de limpeza e modificação do código que ajudam a otimizar o aplicativo.”Fonte: DEVELOPER. Preparar para o lançamento. Disponível em: <https://developer.android.com/studio/publish/preparing?hl=pt>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre os Aplicativos aos usuários e sites, pode-se afirmar que o lançamento de aplicativos utilizando o Google Play:",possibilita o acesso a uma série de ferramentas dos desenvolvedores.
"Leia o texto a seguir:“Se você fornecer um número de versão mais recente que a versão de banco de dados que está armazenada no dispositivo, o método onUpgrade de DatabaseOpenHelper vai ser chamado para migrar os dados para a nova versão.”Fonte: DEITEL, Paul; DEITEL, Harvey; WARD, Alexander. Android 6 para programadores: Uma abordagem baseada em aplicativos. Terceira Edição. Porto Alegre: Boockman, 2016. p.365.Considerando essas informações e o conteúdo estudado sobre a Manipulação de Dados, pode-se afirmar que o método onUpgrade se caracteriza por:",ser utilizado no processo de modificação ao qual a estrutura do banco de dados está sujeita.
"Leia o trecho a seguir:“Uma versão gerenciada do Google Play é usada por empresas e funcionários para acessar um ecossistema completo de App’s de trabalho e produtividade. Os recursos de gerenciamento integrados do Android permitem que os administradores de TI gerenciem totalmente os dispositivos usados exclusivamente para o trabalho.”Fonte: DEVELOPER. Implantar apps para empresas usando o Google Play. Disponível em: <https://developer.android.com/distribute/google-play/work?hl=pt>. Acesso em: 14 Nov. 2019.O trecho apresentado traz as características do Google Play. Considerando essas informações e o conteúdo estudado sobre o envio de um software para lojas de aplicativos do Google Play, pode-se afirmar que o Google Play é:",uma loja virtual utilizada para celulares que adotam o sistema Android.
"Leia o trecho a seguir:“Na plataforma Android, a manipulação de dados no banco SQLite é facilitada com o uso da classe SQLiteOpenHelper. Em termos de programação, a classe SQLiteOpenHelper é utilizada como superclasse em uma hierarquia e possui dois métodos abstratos que necessitam ser implementados: OnCreate e OnUpgrad”. Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017.p.102Considerando essas informações e o conteúdo estudado sobre a Manipulação dos Dados, pode-se afirmar a classe Java auxilia na:",criação e gerenciamento das versões presentes no banco de dados.
"Leia o trecho a seguir: “A biblioteca Room fornece acesso ao banco de dados, garantindo todo o poder da API do SQLite. Para que informações possam ser armazenadas no banco de dados, é necessário mapear os objetos que estão representados em classes Java através de anotações. Uma classe pode representar uma tabela no modelo relacional de armazenamento de dados.”Fonte: Scheffer, Hudson. Desenvolvimento para Dispositivos Móveis. Londrina: Editora e Distribuidora Educacional. S.A , 2018. p. 171O trecho apresentado refere-se à importância da biblioteca Room dentro de uma API SQLite. Considerando essas informações e o conteúdo estudado sobre a persistência em Banco de Dados SQLite, podemos afirmar que, em uma plataforma Android, é possível:",criar aplicativos com a capacidade de arquivar dados em uma memória secundária do aparelho.
"Leia o texto a seguir:“Se você fornecer um número de versão mais recente que a versão de banco de dados que está armazenada no dispositivo, o método onUpgrade de DatabaseOpenHelper vai ser chamado para migrar os dados para a nova versão.”Fonte: DEITEL, Paul; DEITEL, Harvey; WARD, Alexander. Android 6 para programadores: Uma abordagem baseada em aplicativos. Terceira Edição. Porto Alegre: Boockman, 2016. p.365.Considerando essas informações e o conteúdo estudado sobre a Manipulação de Dados, pode-se afirmar que o método onUpgrade se caracteriza por:",ser utilizado no processo de modificação ao qual a estrutura do banco de dados está sujeita.
"Leia o trecho a seguir:“O SQLite é um banco de dados relacional, assim, para o armazenamento persistente de dados é necessário definir tabelas e seus respectivos campos. O banco de dados SQLite oferece aos desenvolvedores de aplicativos o recurso de armazenamento persistente de dados.”Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017. p. 101Considerando essas informações e o conteúdo estudado sobre os Fundamentos do SQL, relacione os tipos de dados dispostos a seguir com as suas respectivas características:1) NULL.2) INTEGER.3) REAL.4)TEXT( ) Responsável pelo armazenamento de Números Inteiros.( ) Responsável pela manipulação de valores ponto-flutuante.( ) Responsável pela inserção de valores nulos.( ) Responsável pela inserção de dados textuais.Agora, assinale a alternativa que apresenta a sequência correta:","2, 3, 1, 4."
"Leia o trecho a seguir:“Um recurso foi adicionado ao Android Nougat para definir o WebView do Chrome como preferência e desativar o app Android System WebView por padrão. Esse recurso ajudou os usuários ao minimizar a área ocupada por recursos do Android System WebView quando não estava em uso, enquanto ainda permitia que os usuários desativassem o Chromee voltassem a um WebView que não é do Chrome.” Fonte: ANDROID ENTERPRISE. Problema com o WebView no perfil de trabalho. Disponível em: <https://support.google.com/work/android/answer/7506908?hl=pt-BR>.Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre os aplicativos desconhecidos, pode-se afirmar que o sistema no qual é possível realizar a ativação da instalação de aplicativos dentro de uma fonte exclusiva é o:",Android 8.0.
"Leia o texto a seguir:“Para preparar o aplicativo para lançamento, configure, compile e teste uma versão de lançamento. As tarefas de configuração são objetivas e envolvem tarefas básicas de limpeza e modificação do código que ajudam a otimizar o aplicativo.”Fonte: DEVELOPER. Preparar para o lançamento. Disponível em: <https://developer.android.com/studio/publish/preparing?hl=pt>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre os Aplicativos aos usuários e sites, pode-se afirmar que o lançamento de aplicativos utilizando o Google Play:",possibilita o acesso a uma série de ferramentas dos desenvolvedores.
"Leia o trecho a seguir:“A classe permite realizar operações com a base de dados sem a necessidade de instruções SQL. Para realizar a atualização de um registro é preciso, apenas, chamar o método update informando o nome da tabela, os valores e a condição”Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017. p. 110.Considerando essas informações e o conteúdo estudado sobre a Aplicação prática do SQLite, analise as classes e aspectos referentes ao SQL e associe-os com suas respectivas características.1) SQLiteDatabase.2) SQLiteOpenHelper.3) ArrayList.4)ImageView.( ) Nome da nova classe Java no projeto a realização da manipulação do banco de dados SQLite. ( ) Relação dinâmica que traz os arquivos apresentados na forma de objetos pertencentes a uma classe ContentValues. ( ) Possibilita a execução de operações baseadas em dados nos quais não há a necessidade de utilizar as instruções SQL.( ) Uso do controle que possibilita a inclusão de figuras dentro da tela.Agora, assinale a alternativa que apresenta a sequência correta:","2, 3, 1, 4."
"Leia o trecho a seguir:“Também é possível acessar o serviço por meio do aplicativo Play Store, disponível em dispositivos móveis com Android. O Google Play lista os aplicativos mais baixados no serviço, entre eles ‘Netflix’ e ‘Spotify Music’, com mais de cem milhões de instalações, e ‘WhatsApp Messenger’ e ‘Instagram’, com mais de 1 bilhão de instalações.”Fonte: Scheffer, Hudson. Desenvolvimento para Dispositivos Móveis. Londrina: Editora e Distribuidora Educacional. S.A 2018. p. 10Considerando essas informações e o conteúdo estudado sobre o envio de um software para lojas de aplicativos do Google Play, é possível afirmar que, parapublicar um aplicativo no Google Play, é preciso:",enviar um APK configurado com uma assinatura de chave.
"Leia o trecho a seguir:“Assim, o nome no atributo package do manifesto precisa sempre corresponder ao nome do pacote básico do projeto em que você mantém as atividades e o restante do código do aplicativo. É claro que você pode ter outros subpacotes no projeto, mas esses arquivos precisam importar a classe R.java usando o namespace do atributo package.” Fonte: DEVELOPER. Visão geral do manifesto do aplicativo. Disponível em: <https://support.google.com/googleplay/android-developer/answer/7159011?hl=pt-BR>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre o lançamento do Aplicativo, é possível afirmar que o atributo package da tag <manifest> funciona:",como identificador único pertencente ao aplicativo da loja.
"Leia o trecho a seguir:   “O compartilhamento de dados é realizado apenas quando desejado e possibilita, por exemplo, que dados armazenados em um arquivo possam ser consultados ou modificados por outros aplicativos. Esse recurso também pode ser empregado em base de dados criadas no banco de dados SQLite, ou em termos gerais, em qualquer tipo de dados armazenado de maneira persistente.” Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017. p.31 Considerando essas informações e o conteúdo estudado sobre os Fundamentos do SQL, analise as afirmativas a seguir.I. O SQLite pode ser visto com um importante instrumento para manipular dados estruturados.II. O SQLite é compatível com um número limitado de linguagens de programação e suas instruções são baseadas no padrão Java.III. A biblioteca Room é utilizada para solucionar problemas apresentados pelo SQLite e tem o objetivo de trabalhar com dados estruturados.IV. As bases de dados desenvolvidas com o SQLite são disponibilizadas publicamente a todos os aplicativos Android.   Está correto apenas o que se afirma em:",I e III.
"Leia o trecho a seguir:“Também é possível acessar o serviço por meio do aplicativo Play Store, disponível em dispositivos móveis com Android. O Google Play lista os aplicativos mais baixados no serviço, entre eles ‘Netflix’ e ‘Spotify Music’, com mais de cem milhões de instalações, e ‘WhatsApp Messenger’ e ‘Instagram’, com mais de 1 bilhão de instalações.”Fonte: Scheffer, Hudson. Desenvolvimento para Dispositivos Móveis. Londrina: Editora e Distribuidora Educacional. S.A 2018. p. 10Considerando essas informações e o conteúdo estudado sobre o envio de um software para lojas de aplicativos do Google Play, é possível afirmar que, parapublicar um aplicativo no Google Play, é preciso:",enviar um APK configurado com uma assinatura de chave.
"Leia o trecho a seguir:“Os registros devem ser agrupados em tabelas e o conjunto de tabelas representa o Banco de Dados. Através deste modelo, é possível relacionar os dados armazenados, ou seja, é possível relacionar, por exemplo, uma tabela de Cliente com uma de Compras, facilitando a consulta de quais compras foram realizadas por determinado cliente.”Fonte: Scheffer, Hudson. Desenvolvimento para Dispositivos Móveis. Londrina: Editora e Distribuidora Educacional. S.A 2018.p.155Considerando essas informações e o conteúdo estudado sobre os Fundamentos do SQL, pode-se afirmar que, ao desenvolver uma tabela, é necessário:",desenvolver uma listagem com um típico script dentro de uma linguagem SQL.
"Leia o trecho a seguir:“Na plataforma Android, a manipulação de dados no banco SQLite é facilitada com o uso da classe SQLiteOpenHelper. Em termos de programação, a classe SQLiteOpenHelper é utilizada como superclasse em uma hierarquia e possui dois métodos abstratos que necessitam ser implementados: OnCreate e OnUpgrad”. Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017.p.102Considerando essas informações e o conteúdo estudado sobre a Manipulação dos Dados, pode-se afirmar a classe Java auxilia na:",criação e gerenciamento das versões presentes no banco de dados.
"Leia o trecho a seguir:“O SQLite é um banco de dados relacional, assim, para o armazenamento persistente de dados é necessário definir tabelas e seus respectivos campos. O banco de dados SQLite oferece aos desenvolvedores de aplicativos o recurso de armazenamento persistente de dados.”Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017. p. 101Considerando essas informações e o conteúdo estudado sobre os Fundamentos do SQL, relacione os tipos de dados dispostos a seguir com as suas respectivas características:1) NULL.2) INTEGER.3) REAL.4)TEXT( ) Responsável pelo armazenamento de Números Inteiros.( ) Responsável pela manipulação de valores ponto-flutuante.( ) Responsável pela inserção de valores nulos.( ) Responsável pela inserção de dados textuais.Agora, assinale a alternativa que apresenta a sequência correta:","2, 3, 1, 4."
"Leia o trecho a seguir:“Um recurso foi adicionado ao Android Nougat para definir o WebView do Chrome como preferência e desativar o app Android System WebView por padrão. Esse recurso ajudou os usuários ao minimizar a área ocupada por recursos do Android System WebView quando não estava em uso, enquanto ainda permitia que os usuários desativassem o Chromee voltassem a um WebView que não é do Chrome.” Fonte: ANDROID ENTERPRISE. Problema com o WebView no perfil de trabalho. Disponível em: <https://support.google.com/work/android/answer/7506908?hl=pt-BR>.Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre os aplicativos desconhecidos, pode-se afirmar que o sistema no qual é possível realizar a ativação da instalação de aplicativos dentro de uma fonte exclusiva é o:",Android 8.0.
"Leia o trecho a seguir:“Preparar e lançar versões você pode gerenciar o Android App Bundle (que é o formato de publicação recomendado pelo Google Play) ou os APK’s do seu App e lançá-lo em uma faixa específica. Cada versão é uma combinação de um ou mais artefatos preparados com o objetivo de lançar um App ou uma atualização.”Fonte: DEVELOPER. Preparar e lançar versões. Disponível em: <https://support.google.com/googleplay/android-developer/answer/7159011?hl=pt-BR>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre o envio de um software para lojas de aplicativos do Google Play, pode-se afirmar que a preparação do aplicativo ocorre quando:",o usuário consegue compilar uma versão de lançamento do aplicativo.
"Leia o trecho a seguir:“Ao trabalhar com o Gradle, é possível realizar ajustes para que possa ser gerado um arquivo ‘.apk’ conforme a necessidade. Para isso, o arquivo ‘build.gradle (Module: app)’ permite modificar diversas configurações de compilação.”Fonte: PLOTZE, Rodrigo. Programação para Dispositivos Móveis. 1ª edição. Rio de Janeiro: SESES, 2017.O trecho apresentado evidencia os aspectos do Gradle. Considerando essas informações e o conteúdo estudado sobre Lançamento do App, pode-se afirmar que a build.gradle:","tem o objetivo de completar ou extrair informações oriundas do Android. Manifest.xml, porém, que se tornam configuráveis nessa localidade."
"Leia o excerto a seguir:“É muito importante entender que você só precisa criar um provedor de conteúdo caso tenha necessidade de expor informações para outras aplicações Se você precisar de um banco de dados privado que seja acessado apenas pelo seu aplicativo, utilize um banco de dados SQLite.”Fonte: LECHETA, Ricardo R. Google Android 4ª edição: Aprenda a criar aplicações para dispositivos móveis com o Android SDK. Novatec Editora, 2015, p.810Considerando essas informações e o conteúdo estudado sobre a Aplicação prática do SQLite, pode-se afirmar que a troca do ícone pertencente a um aplicativo Android implica na alteração do arquivo denominado:",ic_laucher.png
"Leia o texto a seguir:“Quando o usuário navegar para o link de download no dispositivo Android, o arquivo será transferido, e o sistema Android iniciará automaticamente a instalação no dispositivo. No entanto, o processo de instalação só começará automaticamente se as configurações do usuário estiverem definidas para permitir a instalação de App’s provenientes de fontes desconhecidas.” Fonte: DEVELOPER. Publicar seu app. Disponível em: <https://developer.android.com/studio/publish?hl=pt-br>. Acesso em: 14 Nov. 2019.Considerando essas informações e o conteúdo estudado sobre os Aplicativos direcionados aos usuários e sites, é possível afirmar, entre outros aspectos, que a publicação em outras plataformas depende:",da preparação do aplicativo para o lançamento e o acolhimento do arquivo do APK disponível para o lançamento no site.
